block_number,timestamp_unix,timestamp_utc,base_fee_per_gas_wei,gas_used,gas_limit,gas_used_ratio
10107930,1707005207,2024-02-04T00:06:47+00:00,685,650300,30000000,0.021676666666666667
10108080,1707005507,2024-02-04T00:11:47+00:00,510,21819587,30000000,0.7273195666666666
10108230,1707005807,2024-02-04T00:16:47+00:00,2012,25119232,30000000,0.8373077333333333
10108380,1707006107,2024-02-04T00:21:47+00:00,3199,25558632,30000000,0.8519544
10108530,1707006407,2024-02-04T00:26:47+00:00,8455,3483421,30000000,0.11611403333333334
10108680,1707006707,2024-02-04T00:31:47+00:00,5809,1199912,30000000,0.039997066666666664
10108830,1707007007,2024-02-04T00:36:47+00:00,3966,625777,30000000,0.020859233333333334
10108980,1707007307,2024-02-04T00:41:47+00:00,19980,1369330,30000000,0.045644333333333335
10109130,1707007607,2024-02-04T00:46:47+00:00,15612,1532637,30000000,0.0510879
10109280,1707007907,2024-02-04T00:51:47+00:00,11113,2134223,30000000,0.07114076666666666
10109430,1707008207,2024-02-04T00:56:47+00:00,7515,599777,30000000,0.019992566666666666
10109580,1707008507,2024-02-04T01:01:47+00:00,20070,847731,30000000,0.0282577
10109730,1707008807,2024-02-04T01:06:47+00:00,20080,2709167,30000000,0.09030556666666667
10109880,1707009107,2024-02-04T01:11:47+00:00,17398,1031240,30000000,0.034374666666666664
